invoice_id,vendor,amount,date,true_label,vendor_mean,vendor_std,amount_zscore,amount_ratio,invoice_gap_days,vendor_frequency,split_cluster_flag,window_invoice_count,window_vendor_count,cluster_amount_ratio,co_occurrence_score,entropy_score,vendor_degree,cluster_size
C_133,V4,72991.89,2024-02-09 00:00:00,1,81228.63022988506,33321.06049362434,-0.24718580147410263,0.8985870032084138,0.0,174,1,107,28,1.140941874749022,95,4.511846362432527,16,40
C_376,V6,169286.04,2024-02-09 00:00:00,1,144506.03180487806,76560.92735485801,0.3236596706907432,1.171472681195058,2.0,205,1,107,28,1.140941874749022,95,4.511846362432527,9,40
D_343,V8,70164.88,2024-02-09 00:00:00,0,179937.1240782123,101867.69807590247,-1.0775856190526838,0.38993893239379324,0.0,179,1,107,28,1.140941874749022,95,4.511846362432527,4,40
C_798,V3,95118.55,2024-02-09 00:00:00,1,83925.30547297298,30830.50022220062,0.3630457307091137,1.1333580033572583,2.0,148,1,107,28,1.140941874749022,95,4.511846362432527,16,40
C_768,V1,92013.85,2024-02-09 00:00:00,1,86403.7311111111,33948.99747755859,0.16524651857771908,1.0649168027810412,2.0,162,1,107,28,1.140941874749022,95,4.511846362432527,18,40
A_469,V26,8528.74,2024-02-09 00:00:00,0,82902.77408450704,83596.62150892465,-0.8896668678135425,0.10287517177814275,1.0,71,1,107,28,1.140941874749022,95,4.511846362432527,30,40
C_324,V4,113243.99,2024-02-09 00:00:00,1,81228.63022988506,33321.06049362434,0.9607857166047875,1.3941216977045476,0.0,174,1,107,28,1.140941874749022,95,4.511846362432527,16,40
C_807,V11,262544.48,2024-02-09 00:00:00,1,182570.8592121212,102941.535881061,0.7768763427421262,1.4380336659384212,0.0,165,1,107,28,1.140941874749022,95,4.511846362432527,4,40
D_649,V4,77599.59,2024-02-09 00:00:00,0,81228.63022988506,33321.06049362434,-0.10890803798220786,0.9553113781312088,1.0,174,1,107,28,1.140941874749022,95,4.511846362432527,16,40
C_311,V11,278493.82,2024-02-09 00:00:00,1,182570.8592121212,102941.535881061,0.9318107424389412,1.5253929121488095,1.0,165,1,107,28,1.140941874749022,95,4.511846362432527,4,40
C_296,V5,166704.7,2024-02-09 00:00:00,1,144407.3437244898,59983.82205994232,0.37171663613886624,1.1543979779869813,1.0,196,1,107,28,1.140941874749022,95,4.511846362432527,3,40
C_46,V8,243465.36,2024-02-09 00:00:00,1,179937.1240782123,101867.69807590247,0.6236286231365471,1.3530504513550157,1.0,179,1,107,28,1.140941874749022,95,4.511846362432527,4,40
C_265,V7,180462.04,2024-02-09 00:00:00,1,144842.31624309393,63932.34127505827,0.5571384671365843,1.2459120978501097,1.0,181,1,107,28,1.140941874749022,95,4.511846362432527,3,40
A_1441,V12,53823.21,2024-02-09 00:00:00,0,101944.13491379311,108863.03469822774,-0.44202775551342394,0.5279625167548604,0.0,116,1,107,28,1.140941874749022,95,4.511846362432527,18,40
A_560,V12,73138.18,2024-02-09 00:00:00,0,101944.13491379311,108863.03469822774,-0.2646048806995215,0.7174268792899939,1.0,116,1,107,28,1.140941874749022,95,4.511846362432527,18,40
C_218,V1,102552.05,2024-02-09 00:00:00,1,86403.7311111111,33948.99747755859,0.475650076250025,1.186880031697853,0.0,162,1,107,28,1.140941874749022,95,4.511846362432527,18,40
C_694,V5,184429.48,2024-02-09 00:00:00,1,144407.3437244898,59983.82205994232,0.6672043843943796,1.2771386697147136,0.0,196,1,107,28,1.140941874749022,95,4.511846362432527,3,40
B_366,V19,38927.96,2024-02-09 05:00:00,1,75791.63586956522,77277.72834882235,-0.47702228876191105,0.5136113760048244,6.0,92,1,85,25,1.1500208317878107,75,4.2828952079540805,32,40
B_367,V21,65397.16,2024-02-09 11:00:00,1,99317.54854545454,98935.44463436803,-0.34285028808960705,0.6584586762267278,1.0,110,1,84,25,1.1547428452926731,73,4.2748672797580705,23,40
B_365,V21,139563.27,2024-02-09 16:00:00,1,99317.54854545454,98935.44463436803,0.4067835831707773,1.4052085138570756,0.0,110,1,83,25,1.1596155249464506,72,4.264177695092426,23,40
C_71,V6,175435.11,2024-02-10 00:00:00,1,144506.03180487806,76560.92735485801,0.40397465507586144,1.2140247281314507,1.0,205,1,97,28,1.1626712908663912,85,4.414280418686784,9,40
A_684,V21,75106.33,2024-02-10 00:00:00,0,99317.54854545454,98935.44463436803,-0.24471486351596844,0.7562165486704281,0.0,110,1,97,28,1.1626712908663912,85,4.414280418686784,23,40
A_1159,V36,63605.63,2024-02-10 00:00:00,0,77526.48523809524,111324.58196102447,-0.12504632801263044,0.8204268435208529,11.0,63,1,97,28,1.1626712908663912,85,4.414280418686784,20,40
C_289,V9,259730.54,2024-02-10 00:00:00,1,188269.0858278146,100038.44686257221,0.7143327598597641,1.3795635077021249,0.0,151,1,97,28,1.1626712908663912,85,4.414280418686784,4,40
A_38,V32,97626.88,2024-02-10 00:00:00,0,67081.75597222222,63875.16720999454,0.47819281215417797,1.4553200533446413,20.0,72,1,97,28,1.1626712908663912,85,4.414280418686784,30,40
A_1085,V35,188854.59,2024-02-10 00:00:00,0,75008.17954545454,56348.584614378604,2.0203593555061543,2.5177530422867336,6.0,66,1,97,28,1.1626712908663912,85,4.414280418686784,29,40
C_222,V6,183351.21,2024-02-10 00:00:00,1,144506.03180487806,76560.92735485801,0.5073693875949313,1.2688047613321103,0.0,205,1,97,28,1.1626712908663912,85,4.414280418686784,9,40
A_1328,V11,10963.75,2024-02-10 00:00:00,0,182570.8592121212,102941.535881061,-1.6670184753404045,0.060051697163590594,1.0,165,1,97,28,1.1626712908663912,85,4.414280418686784,4,40
C_1049,V5,173849.59,2024-02-10 00:00:00,1,144407.3437244898,59983.82205994232,0.49082826729216295,1.2038749667517816,1.0,196,1,97,28,1.1626712908663912,85,4.414280418686784,3,40
D_420,V21,76502.95,2024-02-10 00:00:00,0,99317.54854545454,98935.44463436803,-0.23059852847723342,0.7702785745503252,0.0,110,1,97,28,1.1626712908663912,85,4.414280418686784,23,40
A_648,V28,168231.67,2024-02-10 00:00:00,0,87976.94703125,91319.31227399668,0.8788266374731005,1.9122027243968727,12.0,64,1,97,28,1.1626712908663912,85,4.414280418686784,26,40
C_395,V9,230511.07,2024-02-10 00:00:00,1,188269.0858278146,100038.44686257221,0.42225327605234314,1.224363759045702,1.0,151,1,97,28,1.1626712908663912,85,4.414280418686784,4,40
C_1175,V5,171982.37,2024-02-10 00:00:00,1,144407.3437244898,59983.82205994232,0.4597000595909864,1.190944827454828,0.0,196,1,97,28,1.1626712908663912,85,4.414280418686784,3,40
A_31,V25,63585.86,2024-02-10 00:00:00,0,84963.20919354838,94781.91364408535,-0.2255401144748663,0.7483840619895782,7.0,62,1,97,28,1.1626712908663912,85,4.414280418686784,26,40
A_250,V25,35193.16,2024-02-10 00:00:00,0,84963.20919354838,94781.91364408535,-0.5250951598769946,0.4142115878443595,0.0,62,1,97,28,1.1626712908663912,85,4.414280418686784,26,40
C_82,V7,181287.79,2024-02-10 00:00:00,1,144842.31624309393,63932.34127505827,0.5700542632381427,1.251613085796382,0.0,181,1,97,28,1.1626712908663912,85,4.414280418686784,3,40
C_1103,V7,190905.75,2024-02-10 00:00:00,1,144842.31624309393,63932.34127505827,0.7204915751036521,1.318015597486034,0.0,181,1,97,28,1.1626712908663912,85,4.414280418686784,3,40
C_500,V7,179463.05,2024-02-10 00:00:00,1,144842.31624309393,63932.34127505827,0.5415129737699527,1.2390150588571374,1.0,181,1,97,28,1.1626712908663912,85,4.414280418686784,3,40
C_698,V8,246055.49,2024-02-10 00:00:00,1,179937.1240782123,101867.69807590247,0.6490547849401473,1.3674450106696063,0.0,179,1,97,28,1.1626712908663912,85,4.414280418686784,4,40
C_72,V8,255035.33,2024-02-10 00:00:00,1,179937.1240782123,101867.69807590247,0.7372059066253299,1.4173501658222565,1.0,179,1,97,28,1.1626712908663912,85,4.414280418686784,4,40
C_668,V5,174134.9,2024-02-10 00:00:00,1,144407.3437244898,59983.82205994232,0.49558463715710793,1.20585068361579,0.0,196,1,97,28,1.1626712908663912,85,4.414280418686784,3,40
C_1044,V1,97708.34,2024-02-10 00:00:00,1,86403.7311111111,33948.99747755859,0.33297819525204364,1.1308216430226854,1.0,162,1,97,28,1.1626712908663912,85,4.414280418686784,18,40
D_947,V1,164705.53,2024-02-10 00:00:00,0,86403.7311111111,33948.99747755859,2.3063860001947702,1.9062096239637496,0.0,162,1,97,28,1.1626712908663912,85,4.414280418686784,18,40
C_577,V4,104168.22,2024-02-11 00:00:00,1,81228.63022988506,33321.06049362434,0.6884205067241886,1.2823919018860144,2.0,174,1,93,26,1.1514572838271218,84,4.359279553013164,16,40
C_474,V2,101329.17,2024-02-11 00:00:00,1,89201.08671052632,40922.37405936534,0.296360785693773,1.1359506681590064,3.0,152,1,93,26,1.1514572838271218,84,4.359279553013164,20,40
A_382,V29,140127.14,2024-02-11 00:00:00,0,74548.44014492753,60050.95281301047,1.092032761353676,1.879653820707257,13.0,69,1,93,26,1.1514572838271218,84,4.359279553013164,30,40
C_760,V1,102772.88,2024-02-11 00:00:00,1,86403.7311111111,33948.99747755859,0.4821546422708612,1.1894357945265808,1.0,162,1,93,26,1.1514572838271218,84,4.359279553013164,18,40
C_566,V4,82150.1,2024-02-11 00:00:00,1,81228.63022988506,33321.06049362434,0.027653445089064962,1.0113316996213075,0.0,174,1,93,26,1.1514572838271218,84,4.359279553013164,16,40
D_542,V16,122016.81,2024-02-11 00:00:00,0,96281.34727272727,92447.62699932391,0.2783758240937524,1.2672812146382124,5.0,121,1,93,26,1.1514572838271218,84,4.359279553013164,26,40
C_854,V4,106029.37,2024-02-11 00:00:00,1,81228.63022988506,33321.06049362434,0.7442738955131591,1.3053041076258758,0.0,174,1,93,26,1.1514572838271218,84,4.359279553013164,16,40
A_215,V30,71290.63,2024-02-11 00:00:00,0,73122.4169117647,57615.25065897187,-0.03179288639600935,0.9749357047418032,14.0,68,1,93,26,1.1514572838271218,84,4.359279553013164,29,40
D_235,V30,141901.85,2024-02-11 00:00:00,0,73122.4169117647,57615.25065897187,1.193750587752366,1.9405801314130011,0.0,68,1,93,26,1.1514572838271218,84,4.359279553013164,29,40
A_50,V30,9567.99,2024-02-11 00:00:00,0,73122.4169117647,57615.25065897187,-1.1030642602542926,0.13084714041119463,0.0,68,1,93,26,1.1514572838271218,84,4.359279553013164,29,40
C_35,V2,99901.03,2024-02-11 00:00:00,1,89201.08671052632,40922.37405936534,0.26146288118745653,1.1199405045780297,0.0,152,1,93,26,1.1514572838271218,84,4.359279553013164,20,40
C_538,V6,167943.63,2024-02-11 00:00:00,1,144506.03180487806,76560.92735485801,0.3061260211813983,1.1621830986520256,0.0,205,1,93,26,1.1514572838271218,84,4.359279553013164,9,40
C_100,V2,114313.74,2024-02-11 00:00:00,1,89201.08671052632,40922.37405936534,0.6136506059604008,1.2815141911530012,0.0,152,1,93,26,1.1514572838271218,84,4.359279553013164,20,40
C_998,V3,90972.3,2024-02-11 00:00:00,1,83925.30547297298,30830.50022220062,0.22856476253960378,1.0839545418724057,0.0,148,1,93,26,1.1514572838271218,84,4.359279553013164,16,40
C_3,V8,248045.91,2024-02-11 00:00:00,1,179937.1240782123,101867.69807590247,0.6685938586457615,1.3785067020715622,0.0,179,1,93,26,1.1514572838271218,84,4.359279553013164,4,40
C_188,V8,250851.49,2024-02-11 00:00:00,1,179937.1240782123,101867.69807590247,0.6961349979063177,1.3940986174278682,1.0,179,1,93,26,1.1514572838271218,84,4.359279553013164,4,40
C_80,V3,92302.49,2024-02-11 00:00:00,1,83925.30547297298,30830.50022220062,0.2717086248367158,1.0998040421274642,2.0,148,1,93,26,1.1514572838271218,84,4.359279553013164,16,40
A_886,V25,121580.55,2024-02-11 00:00:00,0,84963.20919354838,94781.91364408535,0.38632849950099235,1.4309619444940591,1.0,62,1,93,26,1.1514572838271218,84,4.359279553013164,26,40
A_1049,V33,56699.12,2024-02-11 00:00:00,0,88242.64793103449,64151.09930319075,-0.491699075691286,0.642529194218176,15.0,58,1,93,26,1.1514572838271218,84,4.359279553013164,32,40
C_201,V6,181750.71,2024-02-11 00:00:00,1,144506.03180487806,76560.92735485801,0.48646474144382523,1.2577291757359639,1.0,205,1,93,26,1.1514572838271218,84,4.359279553013164,9,40
C_1015,V9,254502.06,2024-02-11 00:00:00,1,188269.0858278146,100038.44686257221,0.6620685764403719,1.3517923406735943,1.0,151,1,93,26,1.1514572838271218,84,4.359279553013164,4,40
C_748,V9,231962.51,2024-02-12 00:00:00,1,188269.0858278146,100038.44686257221,0.4367619528345519,1.2320731091191248,0.0,151,1,90,26,1.0914296774004906,82,4.3014664716492375,4,40
C_300,V9,246608.46,2024-02-12 00:00:00,1,188269.0858278146,100038.44686257221,0.5831637019377797,1.309865340081375,1.0,151,1,90,26,1.0914296774004906,82,4.3014664716492375,4,40
C_1183,V2,93716.64,2024-02-12 00:00:00,1,89201.08671052632,40922.37405936534,0.1103416664257256,1.050610400002458,0.0,152,1,90,26,1.0914296774004906,82,4.3014664716492375,20,40
C_558,V3,90005.97,2024-02-12 00:00:00,1,83925.30547297298,30830.50022220062,0.1972224667370731,1.0724405118605498,1.0,148,1,90,26,1.0914296774004906,82,4.3014664716492375,16,40
C_382,V3,94141.88,2024-02-12 00:00:00,1,83925.30547297298,30830.50022220062,0.33136806361665305,1.1217207700190828,0.0,148,1,90,26,1.0914296774004906,82,4.3014664716492375,16,40
A_754,V21,53906.61,2024-02-12 00:00:00,0,99317.54854545454,98935.44463436803,-0.4589910089580875,0.5427647784776967,2.0,110,1,90,26,1.0914296774004906,82,4.3014664716492375,23,40
C_249,V4,102871.38,2024-02-12 00:00:00,1,81228.63022988506,33321.06049362434,0.6495021451106227,1.2664267916629364,1.0,174,1,90,26,1.0914296774004906,82,4.3014664716492375,16,40
C_92,V11,257730.51,2024-02-12 00:00:00,1,182570.8592121212,102941.535881061,0.7301126802891049,1.4116661303238178,2.0,165,1,90,26,1.0914296774004906,82,4.3014664716492375,4,40
A_1495,V11,108485.46,2024-02-12 00:00:00,0,182570.8592121212,102941.535881061,-0.7196772313605998,0.5942069082725182,0.0,165,1,90,26,1.0914296774004906,82,4.3014664716492375,4,40
D_130,V21,59307.78,2024-02-12 00:00:00,0,99317.54854545454,98935.44463436803,-0.4043986894143572,0.5971470673764121,0.0,110,1,90,26,1.0914296774004906,82,4.3014664716492375,23,40
D_403,V8,99492.86,2024-02-12 00:00:00,0,179937.1240782123,101867.69807590247,-0.7896857974789586,0.5529281830055881,1.0,179,1,90,26,1.0914296774004906,82,4.3014664716492375,4,40
C_1086,V5,167638.29,2024-02-12 00:00:00,1,144407.3437244898,59983.82205994232,0.38728040657177787,1.1608629091393057,2.0,196,1,90,26,1.0914296774004906,82,4.3014664716492375,3,40
C_472,V1,98927.32,2024-02-12 00:00:00,1,86403.7311111111,33948.99747755859,0.3688833525589263,1.1449294353197585,1.0,162,1,90,26,1.0914296774004906,82,4.3014664716492375,18,40
C_868,V2,100222.0,2024-02-12 00:00:00,1,89201.08671052632,40922.37405936534,0.26930607611890056,1.1235387387879714,0.0,152,1,90,26,1.0914296774004906,82,4.3014664716492375,20,40
C_497,V2,88558.63,2024-02-12 00:00:00,1,89201.08671052632,40922.37405936534,-0.0156990161562518,0.9927865284966435,1.0,152,1,90,26,1.0914296774004906,82,4.3014664716492375,20,40
C_987,V10,243548.64,2024-02-12 00:00:00,1,184110.51882978724,99924.56226640988,0.5948239851955578,1.3228321701325105,4.0,188,1,90,26,1.0914296774004906,82,4.3014664716492375,4,40
C_435,V6,190025.09,2024-02-12 00:00:00,1,144506.03180487806,76560.92735485801,0.5945390844739968,1.3149885346519545,1.0,205,1,90,26,1.0914296774004906,82,4.3014664716492375,9,40
C_963,V6,176030.7,2024-02-12 00:00:00,1,144506.03180487806,76560.92735485801,0.4117538479537982,1.218146257669226,0.0,205,1,90,26,1.0914296774004906,82,4.3014664716492375,9,40
D_857,V19,4016.89,2024-02-12 00:00:00,0,75791.63586956522,77277.72834882235,-0.9287775226526356,0.05299842067655276,2.0,92,1,90,26,1.0914296774004906,82,4.3014664716492375,32,40
C_635,V1,94379.35,2024-02-13 00:00:00,1,86403.7311111111,33948.99747755859,0.23492251786354018,1.092293775888661,1.0,162,1,87,26,1.085004371716917,78,4.255470108762822,18,40
C_234,V1,98497.85,2024-02-13 00:00:00,1,86403.7311111111,33948.99747755859,0.35623327798133947,1.1399589898999616,0.0,162,1,87,26,1.085004371716917,78,4.255470108762822,18,40
C_1126,V5,204188.71,2024-02-13 00:00:00,1,144407.3437244898,59983.82205994232,0.9966082122536128,1.4139675363188327,0.0,196,1,87,26,1.085004371716917,78,4.255470108762822,3,40
A_933,V24,21070.83,2024-02-13 00:00:00,0,69961.0374137931,66357.40093125252,-0.7367598785938723,0.3011751912737444,5.0,58,1,87,26,1.085004371716917,78,4.255470108762822,31,40
D_63,V16,11750.72,2024-02-13 00:00:00,0,96281.34727272727,92447.62699932391,-0.9143524356867458,0.1220443864617796,2.0,121,1,87,26,1.085004371716917,78,4.255470108762822,26,40
C_663,V5,178467.86,2024-02-13 00:00:00,1,144407.3437244898,59983.82205994232,0.56781890994815,1.2358555980705022,0.0,196,1,87,26,1.085004371716917,78,4.255470108762822,3,40
D_213,V15,32477.35,2024-02-13 00:00:00,0,101414.6991919192,81219.53730128995,-0.8487674605770471,0.3202398667935999,7.0,99,1,87,26,1.085004371716917,78,4.255470108762822,31,40
C_411,V9,252945.45,2024-02-13 00:00:00,1,188269.0858278146,100038.44686257221,0.6465086143572313,1.3435243782240334,0.0,151,1,87,26,1.085004371716917,78,4.255470108762822,4,40
C_41,V7,169305.4,2024-02-13 00:00:00,1,144842.31624309393,63932.34127505827,0.3826342135265442,1.168886520906845,3.0,181,1,87,26,1.085004371716917,78,4.255470108762822,3,40
C_275,V8,227019.61,2024-02-13 00:00:00,1,179937.1240782123,101867.69807590247,0.4621879616710765,1.2616537554949896,1.0,179,1,87,26,1.085004371716917,78,4.255470108762822,4,40
C_1155,V7,178457.44,2024-02-13 00:00:00,1,144842.31624309393,63932.34127505827,0.5257839350564341,1.2320723153044266,0.0,181,1,87,26,1.085004371716917,78,4.255470108762822,3,40
C_758,V9,265539.97,2024-02-13 00:00:00,1,188269.0858278146,100038.44686257221,0.7724041525173083,1.410420401267856,1.0,151,1,87,26,1.085004371716917,78,4.255470108762822,4,40
D_701,V30,10917.38,2024-02-13 00:00:00,0,73122.4169117647,57615.25065897187,-1.079643958090117,0.14930073649558245,2.0,68,1,87,26,1.085004371716917,78,4.255470108762822,29,40
C_286,V7,198098.97,2024-02-13 00:00:00,1,144842.31624309393,63932.34127505827,0.8330028228586045,1.3676776750093589,0.0,181,1,87,26,1.085004371716917,78,4.255470108762822,3,40
C_837,V5,185725.49,2024-02-13 00:00:00,1,144407.3437244898,59983.82205994232,0.6888100165442073,1.2861132896471503,1.0,196,1,87,26,1.085004371716917,78,4.255470108762822,3,40
C_1184,V6,210010.81,2024-02-13 00:00:00,1,144506.03180487806,76560.92735485801,0.8555790124184423,1.4532912853927344,1.0,205,1,87,26,1.085004371716917,78,4.255470108762822,9,40
A_705,V5,256202.54,2024-02-13 00:00:00,0,144407.3437244898,59983.82205994232,1.863724729629009,1.774153303003027,0.0,196,1,87,26,1.085004371716917,78,4.255470108762822,3,40
C_552,V8,287308.16,2024-02-13 00:00:00,1,179937.1240782123,101867.69807590247,1.0540140195154493,1.5967053200750163,0.0,179,1,87,26,1.085004371716917,78,4.255470108762822,4,40
A_1415,V12,76797.65,2024-02-13 00:00:00,0,101944.13491379311,108863.03469822774,-0.23098983042011478,0.7533233446102323,4.0,116,1,87,26,1.085004371716917,78,4.255470108762822,18,40
A_581,V14,83817.2,2024-02-14 00:00:00,0,101404.49841584158,100941.99680096707,-0.17423000082431758,0.8265547855825741,8.0,101,1,97,26,1.0999793749328066,87,4.386903809582519,21,40
C_389,V8,266331.63,2024-02-14 00:00:00,1,179937.1240782123,101867.69807590247,0.8480966926407075,1.4801289685794197,1.0,179,1,97,26,1.0999793749328066,87,4.386903809582519,4,40
A_577,V38,98765.63,2024-02-14 00:00:00,0,71190.65382978723,52355.46745943829,0.5266775530945764,1.3873203484798884,6.0,47,1,97,26,1.0999793749328066,87,4.386903809582519,25,40
C_417,V10,258004.67,2024-02-14 00:00:00,1,184110.51882978724,99924.56226640988,0.7394919727667362,1.401349962456872,2.0,188,1,97,26,1.0999793749328066,87,4.386903809582519,4,40
C_1024,V2,101070.6,2024-02-14 00:00:00,1,89201.08671052632,40922.37405936534,0.29004239172105467,1.1330519691539138,2.0,152,1,97,26,1.0999793749328066,87,4.386903809582519,20,40
C_541,V2,93659.54,2024-02-14 00:00:00,1,89201.08671052632,40922.37405936534,0.10894637580484047,1.0499702804480209,0.0,152,1,97,26,1.0999793749328066,87,4.386903809582519,20,40
A_1208,V1,61057.18,2024-02-14 00:00:00,0,86403.7311111111,33948.99747755859,-0.7465847715560369,0.7066416296288714,1.0,162,1,97,26,1.0999793749328066,87,4.386903809582519,18,40
C_892,V8,269897.27,2024-02-14 00:00:00,1,179937.1240782123,101867.69807590247,0.8830990051012364,1.4999448915155182,0.0,179,1,97,26,1.0999793749328066,87,4.386903809582519,4,40
D_686,V38,84191.1,2024-02-14 00:00:00,0,71190.65382978723,52355.46745943829,0.24830640417603625,1.1825978955523813,0.0,47,1,97,26,1.0999793749328066,87,4.386903809582519,25,40
A_1367,V25,71023.58,2024-02-14 00:00:00,0,84963.20919354838,94781.91364408535,-0.1470690091453866,0.8359235103125408,3.0,62,1,97,26,1.0999793749328066,87,4.386903809582519,26,40
D_674,V13,20450.38,2024-02-14 00:00:00,0,91248.5117,99126.94924086498,-0.7142095871263504,0.22411495271596069,8.0,100,1,97,26,1.0999793749328066,87,4.386903809582519,24,40
C_127,V3,91793.68,2024-02-14 00:00:00,1,83925.30547297298,30830.50022220062,0.25520569775457413,1.0937414614248755,2.0,148,1,97,26,1.0999793749328066,87,4.386903809582519,16,40
C_400,V11,258380.08,2024-02-14 00:00:00,1,182570.8592121212,102941.535881061,0.736422705532222,1.4152240170803156,2.0,165,1,97,26,1.0999793749328066,87,4.386903809582519,4,40
C_780,V5,196970.25,2024-02-14 00:00:00,1,144407.3437244898,59983.82205994232,0.8762701041770957,1.363981089456927,1.0,196,1,97,26,1.0999793749328066,87,4.386903809582519,3,40
C_490,V4,100451.76,2024-02-14 00:00:00,1,81228.63022988506,33321.06049362434,0.576888988416337,1.2366393853537812,2.0,174,1,97,26,1.0999793749328066,87,4.386903809582519,16,40
A_1392,V20,82366.41,2024-02-15 00:00:00,0,84574.58505376344,95035.94061676953,-0.02323491307098955,0.9738792814455958,12.0,93,1,97,26,1.0841127265772268,87,4.38288155561393,26,40
C_637,V8,267351.19,2024-02-15 00:00:00,1,179937.1240782123,101867.69807590247,0.858105262684867,1.485795138576595,1.0,179,1,97,26,1.0841127265772268,87,4.38288155561393,4,40
D_820,V30,19452.15,2024-02-15 00:00:00,0,73122.4169117647,57615.25065897187,-0.9315126600208111,0.266018066736025,2.0,68,1,97,26,1.0841127265772268,87,4.38288155561393,29,40
D_924,V7,48538.06,2024-02-15 00:00:00,0,144842.31624309393,63932.34127505827,-1.5063229032370975,0.3351073508876132,2.0,181,1,97,26,1.0841127265772268,87,4.38288155561393,3,40
C_1083,V6,190107.57,2024-02-15 00:00:00,1,144506.03180487806,76560.92735485801,0.5956163823275072,1.3155593027244135,2.0,205,1,97,26,1.0841127265772268,87,4.38288155561393,9,40
C_488,V6,175940.3,2024-02-15 00:00:00,1,144506.03180487806,76560.92735485801,0.41057310442861206,1.2175206825752602,0.0,205,1,97,26,1.0841127265772268,87,4.38288155561393,9,40
C_108,V4,101296.25,2024-02-15 00:00:00,1,81228.63022988506,33321.06049362434,0.6022322591351925,1.2470357148410638,1.0,174,1,97,26,1.0841127265772268,87,4.38288155561393,16,40
D_927,V26,64197.91,2024-02-15 00:00:00,0,82902.77408450704,83596.62150892465,-0.22374875919777398,0.7743665557922681,6.0,71,1,97,26,1.0841127265772268,87,4.38288155561393,30,40
A_303,V24,29008.1,2024-02-15 00:00:00,0,69961.0374137931,66357.40093125252,-0.6171477437532056,0.41462628980386174,0.0,58,1,97,26,1.0841127265772268,87,4.38288155561393,31,40
A_1161,V24,39608.82,2024-02-15 00:00:00,0,69961.0374137931,66357.40093125252,-0.45739826439214665,0.5661473202350031,2.0,58,1,97,26,1.0841127265772268,87,4.38288155561393,31,40
C_620,V6,171606.06,2024-02-15 00:00:00,1,144506.03180487806,76560.92735485801,0.3539621993777092,1.1875274016541468,0.0,205,1,97,26,1.0841127265772268,87,4.38288155561393,9,40
C_804,V9,256464.33,2024-02-15 00:00:00,1,188269.0858278146,100038.44686257221,0.6816835389530658,1.3622149736233378,2.0,151,1,97,26,1.0841127265772268,87,4.38288155561393,4,40
C_570,V10,244413.7,2024-02-15 00:00:00,1,184110.51882978724,99924.56226640988,0.6034810293029872,1.3275307354667074,1.0,188,1,97,26,1.0841127265772268,87,4.38288155561393,4,40
C_339,V5,180652.22,2024-02-15 00:00:00,1,144407.3437244898,59983.82205994232,0.6042341217465147,1.250981870858226,1.0,196,1,97,26,1.0841127265772268,87,4.38288155561393,3,40
C_805,V5,180571.45,2024-02-15 00:00:00,1,144407.3437244898,59983.82205994232,0.6028876144597334,1.2504225541462077,0.0,196,1,97,26,1.0841127265772268,87,4.38288155561393,3,40
C_455,V1,90575.28,2024-02-15 00:00:00,1,86403.7311111111,33948.99747755859,0.12287331955315593,1.0482675987212533,1.0,162,1,97,26,1.0841127265772268,87,4.38288155561393,18,40
C_1153,V5,168742.95,2024-02-15 00:00:00,1,144407.3437244898,59983.82205994232,0.40569606510113265,1.1685124671323501,0.0,196,1,97,26,1.0841127265772268,87,4.38288155561393,3,40
C_431,V8,271450.01,2024-02-15 00:00:00,1,179937.1240782123,101867.69807590247,0.8983415676285699,1.508574191214814,0.0,179,1,97,26,1.0841127265772268,87,4.38288155561393,4,40
C_817,V8,228509.66,2024-02-15 00:00:00,1,179937.1240782123,101867.69807590247,0.47681512416695704,1.269934657653069,0.0,179,1,97,26,1.0841127265772268,87,4.38288155561393,4,40
C_1125,V9,265474.43,2024-02-16 00:00:00,1,188269.0858278146,100038.44686257221,0.7717490109501022,1.4100722843606386,1.0,151,1,108,26,1.0244118110104241,102,4.473477249201873,4,40
C_319,V10,255193.06,2024-02-16 00:00:00,1,184110.51882978724,99924.56226640988,0.7113549281884527,1.386078728924768,1.0,188,1,108,26,1.0244118110104241,102,4.473477249201873,4,40
D_870,V28,27539.69,2024-02-16 00:00:00,0,87976.94703125,91319.31227399668,-0.6618161450205577,0.31302946851235147,0.0,64,1,108,26,1.0244118110104241,102,4.473477249201873,26,40
A_1057,V28,127520.66,2024-02-16 00:00:00,0,87976.94703125,91319.31227399668,0.4330220953483315,1.4494616469591444,6.0,64,1,108,26,1.0244118110104241,102,4.473477249201873,26,40
A_241,V18,34852.95,2024-02-16 00:00:00,0,93668.06014705882,102265.70386062763,-0.5751149487247966,0.37208604362295794,0.0,136,1,108,26,1.0244118110104241,102,4.473477249201873,23,40
A_170,V13,37197.5,2024-02-16 00:00:00,0,91248.5117,99126.94924086498,-0.5452651054917391,0.4076460170252067,2.0,100,1,108,26,1.0244118110104241,102,4.473477249201873,24,40
C_200,V2,103484.74,2024-02-16 00:00:00,1,89201.08671052632,40922.37405936534,0.34903410624825704,1.1601156858115098,2.0,152,1,108,26,1.0244118110104241,102,4.473477249201873,20,40
D_789,V18,107466.86,2024-02-16 00:00:00,0,93668.06014705882,102265.70386062763,0.13492954531659332,1.147303707662689,7.0,136,1,108,26,1.0244118110104241,102,4.473477249201873,23,40
